Kanal 1 Alpha,Kanal 1 Beta,Kanal 1 Theta,Kanal 2 Alpha,Kanal 2 Beta,Kanal 2 Theta,Event,Kanal 1 Alpha,Kanal 1 Beta,Kanal 1 Theta,Kanal 2 Alpha,Kanal 2 Beta,Kanal 2 Theta,Event,Kanal 1 Alpha,Kanal 1 Beta,Kanal 1 Theta,Kanal 2 Alpha,Kanal 2 Beta,Kanal 2 Theta
4648438.0,2609375.0,4062500.0,546875.0,414063.0,523438.0,,-841579.6,103089.4,-1620965.4,-145383.5,36310.7,-486662.1,,-0.052336079,0.006085909,-0.112608803,-0.136439269,0.088280487,-0.045746068
4734375.0,3054688.0,4867188.0,656250.0,429688.0,546875.0,,-755642.6,548402.4,-816277.4,-36008.5,51935.7,-463225.1,,-0.046991836,0.032375081,-0.05670696,-0.033793183,0.1262688,-0.043542998
5585938.0,2484375.0,5398438.0,703125.0,390625.0,664063.0,,95920.4,-21910.6,-285027.4,10866.5,12872.7,-346037.1,,0.005965089,-0.001293499,-0.019800912,0.010197996,0.031296802,-0.032527368
9179688.0,3132813.0,4710938.0,820313.0,414063.0,414063.0,,3689670.4,626527.4,-972527.4,128054.5,36310.7,-596037.1,,0.229452899,0.036987211,-0.06756168,0.120176413,0.088280487,-0.056027279
9085938.0,2304688.0,6320313.0,640625.0,398438.0,460938.0,"Concentration, Eyes Open",3595920.4,-201597.6,636847.6,-51633.5,20685.7,-549162.1,"Concentration, Eyes Open",0.223622782,-0.011901369,0.044241936,-0.04845691,0.050292174,-0.051621046
5937500.0,2773438.0,5593750.0,757813.0,398438.0,679688.0,,447482.4,267152.4,-89715.4,65554.5,20685.7,-330412.1,,0.027827996,0.015771412,-0.006232547,0.061521508,0.050292174,-0.031058623
8382813.0,2007813.0,4882813.0,460938.0,437500.0,531250.0,,2892795.4,-498472.6,-800652.4,-231320.5,59747.7,-478850.1,,0.179896906,-0.029427464,-0.055621488,-0.217089295,0.145261741,-0.045011743
7062500.0,2039063.0,4140625.0,773438.0,343750.0,414063.0,,1572482.4,-467222.6,-1542840.4,81179.5,-34002.3,-596037.1,,0.097789397,-0.027582612,-0.107181443,0.076185234,-0.082668137,-0.056027279
5328125.0,1578125.0,3500000.0,562500.0,273438.0,453125.0,,-161892.6,-928160.6,-2183465.4,-129758.5,-104314.3,-556975.1,,-0.010067763,-0.054794209,-0.151685795,-0.121775542,-0.25361433,-0.052355465
3203125.0,1570313.0,4718750.0,625000.0,335938.0,554688.0,,-2286892.6,-935972.6,-964715.4,-67258.5,-41814.3,-455412.1,,-0.142217077,-0.055255393,-0.067018979,-0.063120636,-0.101661078,-0.042808579
6851563.0,2328125.0,4882813.0,789063.0,390625.0,625000.0,,1361545.4,-178160.6,-800652.4,96804.5,12872.7,-385100.1,,0.084671666,-0.010517759,-0.055621488,0.090848961,0.031296802,-0.036199276
6906250.0,2070313.0,3937500.0,781250.0,421875.0,437500.0,,1416232.4,-435972.6,-1745965.4,88991.5,44122.7,-572600.1,,0.088072536,-0.02573776,-0.121292579,0.083516628,0.107273428,-0.053824209
15867188.0,2632813.0,5671875.0,671875.0,460938.0,546875.0,,10377170.4,126527.4,-11590.4,-20383.5,83185.7,-463225.1,,0.645334563,0.007469578,-0.000805187,-0.019129457,0.202245426,-0.043542998
7312500.0,2218750.0,5062500.0,648438.0,468750.0,632813.0,,1822482.4,-287535.6,-620965.4,-43820.5,90997.7,-377287.1,,0.113336375,-0.016974742,-0.043138595,-0.041124577,0.221238367,-0.035464856
6695313.0,2898438.0,3703125.0,500000.0,625000.0,484375.0,,1205295.4,392152.4,-1980340.4,-192258.5,247247.7,-525725.1,,0.074954804,0.023150821,-0.137574659,-0.180430448,0.601121498,-0.049417976
5804688.0,1640625.0,6203125.0,601563.0,296875.0,429688.0,,314670.4,-865660.6,519659.6,-90695.5,-80877.3,-580412.1,,0.019568695,-0.051104505,0.036100861,-0.085115757,-0.196633076,-0.054558535
5554688.0,2070313.0,3375000.0,687500.0,390625.0,492188.0,,64670.4,-435972.6,-2308465.4,-4758.5,12872.7,-517912.1,,0.004021717,-0.02573776,-0.160369571,-0.004465731,0.031296802,-0.048683557
3960938.0,1898438.0,5578125.0,640625.0,453125.0,476563.0,,-1529079.6,-607847.6,-105340.4,-51633.5,75372.7,-533537.1,,-0.095090268,-0.035884446,-0.007318019,-0.04845691,0.183250054,-0.050152301
8257813.0,1765625.0,7906250.0,898438.0,437500.0,679688.0,,2767795.4,-740660.6,2222784.6,206179.5,59747.7,-330412.1,,0.172123417,-0.043725097,0.15441731,0.193495046,0.145261741,-0.031058623
7007813.0,1750000.0,3507813.0,640625.0,289063.0,375000.0,,1517795.4,-756285.6,-2175652.4,-51633.5,-88689.3,-635100.1,,0.094388527,-0.044647523,-0.151143025,-0.04845691,-0.215626017,-0.059699187
5101563.0,2156250.0,4078125.0,484375.0,515625.0,484375.0,,-388454.6,-350035.6,-1605340.4,-207883.5,137872.7,-525725.1,,-0.024157181,-0.020664446,-0.111523331,-0.195094174,0.335203306,-0.049417976
4085938.0,2023438.0,3070313.0,671875.0,414063.0,273438.0,,-1404079.6,-482847.6,-2613152.4,-20383.5,36310.7,-736662.1,,-0.087316779,-0.028505038,-0.181536241,-0.019129457,0.088280487,-0.069245979
6812500.0,1164063.0,2710938.0,640625.0,390625.0,500000.0,,1322482.4,-1342222.6,-2972527.4,-51633.5,12872.7,-510100.1,,0.082242419,-0.07923847,-0.206502097,-0.04845691,0.031296802,-0.047949232
6742188.0,1546875.0,4179688.0,625000.0,382813.0,437500.0,,1252170.4,-959410.6,-1503777.4,-67258.5,5060.7,-572600.1,,0.077869863,-0.056639061,-0.104467728,-0.063120636,0.012303861,-0.053824209
6039063.0,1507813.0,3679688.0,750000.0,632813.0,531250.0,,549045.4,-998472.6,-2003777.4,57741.5,255060.7,-478850.1,,0.034143987,-0.058945097,-0.139202833,0.054189175,0.62011687,-0.045011743
7078125.0,2304688.0,3171875.0,671875.0,273438.0,367188.0,,1588107.4,-201597.6,-2511590.4,-20383.5,-104314.3,-642912.1,,0.098761083,-0.011901369,-0.174480707,-0.019129457,-0.25361433,-0.060433513
3945313.0,2132813.0,4718750.0,492188.0,296875.0,562500.0,,-1544704.6,-373472.6,-964715.4,-200070.5,-80877.3,-447600.1,,-0.096061955,-0.022048055,-0.067018979,-0.187761842,-0.196633076,-0.042074254
6437500.0,2226563.0,3625000.0,539063.0,562500.0,414063.0,,947482.4,-279722.6,-2058465.4,-153195.5,184747.7,-596037.1,,0.058921952,-0.016513499,-0.143002019,-0.143770663,0.449168245,-0.056027279
10515625.0,2531250.0,6625000.0,617188.0,546875.0,531250.0,,5025607.4,24964.4,941534.6,-75070.5,169122.7,-478850.1,,0.312532032,0.001473779,0.065408605,-0.07045203,0.411179932,-0.045011743
6015625.0,1843750.0,4054688.0,734375.0,296875.0,429688.0,,525607.4,-662535.6,-1628777.4,42116.5,-80877.3,-580412.1,,0.032686427,-0.039112967,-0.113151504,0.039525449,-0.196633076,-0.054558535
11281250.0,3601563.0,10796875.0,671875.0,460938.0,429688.0,,5791232.4,1095277.4,5113409.6,-20383.5,83185.7,-580412.1,,0.360144652,0.064659993,0.35522963,-0.019129457,0.202245426,-0.054558535
9328125.0,2398438.0,4117188.0,734375.0,343750.0,828125.0,,3838107.4,-107847.6,-1566277.4,42116.5,-34002.3,-181975.1,,0.238683886,-0.006366813,-0.108809616,0.039525449,-0.082668137,-0.017105598
9234375.0,2695313.0,2781250.0,929688.0,492188.0,640625.0,,3744357.4,189027.4,-2902215.4,237429.5,114435.7,-369475.1,,0.232853769,0.011159282,-0.201617507,0.222822499,0.278222052,-0.034730531
9765625.0,2578125.0,5187500.0,695313.0,789063.0,578125.0,,4275607.4,71839.4,-495965.4,3054.5,411310.7,-431975.1,,0.265891098,0.004241057,-0.034454819,0.002866602,1,-0.040605509
2914063.0,1859375.0,5382813.0,437500.0,210938.0,539063.0,,-2575954.6,-646910.6,-300652.4,-254758.5,-166814.3,-471037.1,,-0.160193239,-0.038190541,-0.020886384,-0.239085354,-0.405567582,-0.044277323
1781250.0,1851563.0,6546875.0,515625.0,273438.0,453125.0,,-3708767.6,-654722.6,863409.6,-176633.5,-104314.3,-556975.1,,-0.230640515,-0.038651724,0.059981245,-0.165766721,-0.25361433,-0.052355465
7929688.0,7093750.0,6398438.0,828125.0,296875.0,617188.0,,2439670.4,4587464.4,714972.6,135866.5,-80877.3,-392912.1,,0.151718009,0.270822184,0.049669296,0.127507807,-0.196633076,-0.036933601
4960938.0,2468750.0,5460938.0,609375.0,367188.0,687500.0,,-529079.6,-37535.6,-222527.4,-82883.5,-10564.3,-322600.1,,-0.032902356,-0.002215925,-0.015459024,-0.077784363,-0.025684452,-0.030324298
4437500.0,1898438.0,3921875.0,539063.0,296875.0,367188.0,,-1052517.6,-607847.6,-1761590.4,-153195.5,-80877.3,-642912.1,,-0.065453873,-0.035884446,-0.122378051,-0.143770663,-0.196633076,-0.060433513
5156250.0,1640625.0,3632813.0,578125.0,343750.0,500000.0,,-333767.6,-865660.6,-2050652.4,-114133.5,-34002.3,-510100.1,,-0.020756311,-0.051104505,-0.142459249,-0.107111816,-0.082668137,-0.047949232
7734375.0,3085938.0,6289063.0,671875.0,460938.0,734375.0,,2244357.4,579652.4,605597.6,-20383.5,83185.7,-275725.1,,0.139571901,0.034219933,0.042070992,-0.019129457,0.202245426,-0.025918064
3867188.0,2007813.0,6101563.0,585938.0,351563.0,460938.0,,-1622829.6,-498472.6,418097.6,-106320.5,-26189.3,-549162.1,,-0.100920385,-0.029427464,0.029045328,-0.099779483,-0.063672765,-0.051621046
4093750.0,2695313.0,4945313.0,484375.0,515625.0,609375.0,,-1396267.6,189027.4,-738152.4,-207883.5,137872.7,-400725.1,,-0.086830967,0.011159282,-0.0512796,-0.195094174,0.335203306,-0.03766802
8484375.0,4773438.0,6101563.0,640625.0,468750.0,343750.0,,2994357.4,2267152.4,418097.6,-51633.5,90997.7,-666350.1,,0.186212835,0.133841946,0.029045328,-0.04845691,0.221238367,-0.062636676
4148438.0,4484375.0,6203125.0,515625.0,570313.0,414063.0,,-1341579.6,1978089.4,519659.6,-176633.5,192560.7,-596037.1,,-0.083430035,0.116777035,0.036100861,-0.165766721,0.468163618,-0.056027279
4164063.0,3265625.0,4625000.0,484375.0,414063.0,539063.0,,-1325954.6,759339.4,-1058465.4,-207883.5,36310.7,-471037.1,,-0.082458349,0.044827803,-0.073531811,-0.195094174,0.088280487,-0.044277323
3156250.0,2148438.0,3789063.0,515625.0,492188.0,539063.0,,-2333767.6,-357847.6,-1894402.4,-176633.5,114435.7,-471037.1,,-0.145132135,-0.021125629,-0.131604529,-0.165766721,0.278222052,-0.044277323
4187500.0,2414063.0,4015625.0,500000.0,382813.0,453125.0,,-1302517.6,-92222.6,-1667840.4,-192258.5,5060.7,-556975.1,,-0.081000851,-0.005444387,-0.115865219,-0.180430448,0.012303861,-0.052355465
3210938.0,1562500.0,3648438.0,515625.0,296875.0,335938.0,,-2279079.6,-943785.6,-2035027.4,-176633.5,-80877.3,-674162.1,,-0.141731203,-0.055716635,-0.141373777,-0.165766721,-0.196633076,-0.063371002
2742188.0,1734375.0,2296875.0,609375.0,507813.0,468750.0,,-2747829.6,-771910.6,-3386590.4,-82883.5,130060.7,-541350.1,,-0.170881787,-0.045569949,-0.23526714,-0.077784363,0.316210365,-0.05088672
1710938.0,2140625.0,4398438.0,562500.0,304688.0,296875.0,,-3779079.6,-365660.6,-1285027.4,-129758.5,-73064.3,-713225.1,,-0.235013071,-0.021586872,-0.08927112,-0.121775542,-0.177637704,-0.06704291
3945313.0,2851563.0,10789063.0,578125.0,328125.0,617188.0,,-1544704.6,345277.4,5105597.6,-114133.5,-49627.3,-392912.1,,-0.096061955,0.020383543,0.354686929,-0.107111816,-0.12065645,-0.036933601
4789063.0,1687500.0,5968750.0,648438.0,335938.0,664063.0,,-700954.6,-818785.6,285284.6,-43820.5,-41814.3,-346037.1,,-0.043590904,-0.048337227,0.019818781,-0.041124577,-0.101661078,-0.032527368
3437500.0,1789063.0,4726563.0,648438.0,343750.0,828125.0,,-2052517.6,-717222.6,-956902.4,-43820.5,-34002.3,-181975.1,,-0.127641785,-0.042341428,-0.066476208,-0.041124577,-0.082668137,-0.017105598
3265625.0,1976563.0,4476563.0,578125.0,453125.0,632813.0,,-2224392.6,-529722.6,-1206902.4,-114133.5,75372.7,-377287.1,,-0.138330332,-0.031272316,-0.08384376,-0.107111816,0.183250054,-0.035464856
2351563.0,1414063.0,4007813.0,554688.0,343750.0,468750.0,,-3138454.6,-1092222.6,-1675652.4,-137570.5,-34002.3,-541350.1,,-0.19517394,-0.064479653,-0.11640792,-0.129106936,-0.082668137,-0.05088672
10273438.0,2046875.0,4773438.0,757813.0,421875.0,484375.0,,4783420.4,-459410.6,-910027.4,65554.5,44122.7,-525725.1,,0.297470928,-0.027121428,-0.063219792,0.061521508,0.107273428,-0.049417976
4437500.0,2875000.0,5484375.0,585938.0,343750.0,375000.0,,-1052517.6,368714.4,-199090.4,-106320.5,-34002.3,-635100.1,,-0.065453873,0.021767152,-0.013830851,-0.099779483,-0.082668137,-0.059699187
3296875.0,1703125.0,5117188.0,757813.0,250000.0,539063.0,,-2193142.6,-803160.6,-566277.4,65554.5,-127752.3,-471037.1,,-0.13638696,-0.047414801,-0.039339408,0.061521508,-0.310598015,-0.044277323
7570313.0,1914063.0,5914063.0,976563.0,468750.0,546875.0,,2080295.4,-592222.6,230597.6,284304.5,90997.7,-463225.1,,0.129369228,-0.03496202,0.016019664,0.266813678,0.221238367,-0.043542998
4117188.0,2312500.0,5734375.0,679688.0,367188.0,625000.0,,-1372829.6,-193785.6,50909.6,-12570.5,-10564.3,-385100.1,,-0.085373407,-0.011440185,0.003536701,-0.011797125,-0.025684452,-0.036199276
4914063.0,2421875.0,6773438.0,562500.0,437500.0,687500.0,,-575954.6,-84410.6,1089972.6,-129758.5,59747.7,-322600.1,,-0.035817414,-0.004983203,0.075720624,-0.121775542,0.145261741,-0.030324298
12000000.0,11187500.0,7710938.0,695313.0,703125.0,851563.0,,6509982.4,8681214.4,2027472.6,3054.5,325372.7,-158537.1,,0.404842214,0.512497807,0.140848944,0.002866602,0.791063063,-0.014902434
4820313.0,4296875.0,3843750.0,601563.0,757813.0,687500.0,,-669704.6,1790589.4,-1839715.4,-90695.5,380060.7,-322600.1,,-0.041647531,0.105707922,-0.127805411,-0.085115757,0.924023374,-0.030324298
5640625.0,2742188.0,3710938.0,570313.0,515625.0,476563.0,,150607.4,235902.4,-1972527.4,-121945.5,137872.7,-533537.1,,0.009365959,0.01392656,-0.137031889,-0.11444321,0.335203306,-0.050152301
5593750.0,4554688.0,6929688.0,695313.0,375000.0,406250.0,,103732.4,2048402.4,1246222.6,3054.5,-2752.3,-603850.1,,0.006450901,0.120927981,0.086575344,0.002866602,-0.006691511,-0.056761698
8023438.0,2421875.0,6265625.0,710938.0,429688.0,445313.0,,2533420.4,-84410.6,582159.6,18679.5,51935.7,-564787.1,,0.157548125,-0.004983203,0.040442749,0.017530328,0.1262688,-0.05308979
3312500.0,2515625.0,4296875.0,515625.0,398438.0,359375.0,,-2177517.6,9339.4,-1386590.4,-176633.5,20685.7,-650725.1,,-0.135415274,0.000551353,-0.096326723,-0.165766721,0.050292174,-0.061167932
2460938.0,2750000.0,3335938.0,523438.0,437500.0,468750.0,,-3029079.6,243714.4,-2347527.4,-168820.5,59747.7,-541350.1,,-0.188372137,0.014387744,-0.163083217,-0.158434389,0.145261741,-0.05088672
7718750.0,1968750.0,3765625.0,703125.0,328125.0,390625.0,,2228732.4,-537535.6,-1917840.4,10866.5,-49627.3,-619475.1,,0.138600215,-0.031733558,-0.133232771,0.010197996,-0.12065645,-0.058230443
3664063.0,4164063.0,4453125.0,468750.0,218750.0,296875.0,,-1825954.6,1657777.4,-1230340.4,-223508.5,-159002.3,-713225.1,,-0.113552305,0.09786733,-0.085472003,-0.209757901,-0.386574641,-0.06704291
7203125.0,2453125.0,3609375.0,734375.0,437500.0,429688.0,,1713107.4,-53160.6,-2074090.4,42116.5,59747.7,-580412.1,,0.106534572,-0.003138351,-0.144087491,0.039525449,0.145261741,-0.054558535
3375000.0,2664063.0,4234375.0,484375.0,328125.0,351563.0,,-2115017.6,157777.4,-1449090.4,-207883.5,-49627.3,-658537.1,,-0.131528529,0.00931443,-0.100668611,-0.195094174,-0.12065645,-0.061902257
3445313.0,3234375.0,3921875.0,539063.0,382813.0,382813.0,,-2044704.6,728089.4,-1761590.4,-153195.5,5060.7,-627287.1,,-0.127155911,0.042982951,-0.122378051,-0.143770663,0.012303861,-0.058964768
4000000.0,2703125.0,5562500.0,601563.0,515625.0,554688.0,,-1490017.6,196839.4,-120965.4,-90695.5,137872.7,-455412.1,,-0.092661084,0.011620466,-0.008403491,-0.085115757,0.335203306,-0.042808579
4734375.0,1828125.0,4554688.0,960938.0,500000.0,664063.0,,-755642.6,-678160.6,-1128777.4,268679.5,122247.7,-346037.1,,-0.046991836,-0.040035393,-0.0784164,0.252149951,0.297214993,-0.032527368
3515625.0,2718750.0,5187500.0,492188.0,421875.0,523438.0,,-1974392.6,212464.4,-495965.4,-200070.5,44122.7,-486662.1,,-0.122783354,0.012542892,-0.034454819,-0.187761842,0.107273428,-0.045746068
3554688.0,2820313.0,3625000.0,585938.0,351563.0,726563.0,,-1935329.6,314027.4,-2058465.4,-106320.5,-26189.3,-283537.1,,-0.120354108,0.018538691,-0.143002019,-0.099779483,-0.063672765,-0.02665239
3484375.0,2781250.0,6031250.0,671875.0,242188.0,750000.0,,-2005642.6,274964.4,347784.6,-20383.5,-135564.3,-260100.1,,-0.124726726,0.016232596,0.024160669,-0.019129457,-0.329590956,-0.02444932
4734375.0,2734375.0,4445313.0,632813.0,304688.0,757813.0,,-755642.6,228089.4,-1238152.4,-59445.5,-73064.3,-252287.1,,-0.046991836,0.013465318,-0.086014704,-0.055788304,-0.177637704,-0.023714901
3664063.0,1671875.0,4015625.0,445313.0,257813.0,835938.0,,-1825954.6,-834410.6,-1667840.4,-246945.5,-119939.3,-174162.1,,-0.113552305,-0.049259653,-0.115865219,-0.231753021,-0.291602643,-0.016371178
4484375.0,2273438.0,5359375.0,648438.0,351563.0,625000.0,,-1005642.6,-232847.6,-324090.4,-43820.5,-26189.3,-385100.1,,-0.062538814,-0.013746221,-0.022514627,-0.041124577,-0.063672765,-0.036199276
6609375.0,1523438.0,5140625.0,687500.0,375000.0,617188.0,,1119357.4,-982847.6,-542840.4,-4758.5,-2752.3,-392912.1,,0.0696105,-0.058022671,-0.037711235,-0.004465731,-0.006691511,-0.036933601
2812500.0,3289063.0,3890625.0,656250.0,484375.0,656250.0,,-2677517.6,782777.4,-1792840.4,-36008.5,106622.7,-353850.1,,-0.16650923,0.046211472,-0.124548995,-0.033793183,0.25922668,-0.033261787
9304688.0,3984375.0,6625000.0,640625.0,406250.0,640625.0,,3814670.4,1478089.4,941534.6,-51633.5,28497.7,-369475.1,,0.237226388,0.087259401,0.065408605,-0.04845691,0.069285115,-0.034730531
4882813.0,2242188.0,5648438.0,703125.0,468750.0,492188.0,,-607204.6,-264097.6,-35027.4,10866.5,90997.7,-517912.1,,-0.037760787,-0.015591073,-0.00243336,0.010197996,0.221238367,-0.048683557
3984375.0,2125000.0,4140625.0,648438.0,476563.0,617188.0,,-1505642.6,-381285.6,-1542840.4,-43820.5,98810.7,-392912.1,,-0.09363277,-0.022509298,-0.107181443,-0.041124577,0.240233739,-0.036933601
5156250.0,2421875.0,3648438.0,648438.0,343750.0,460938.0,,-333767.6,-84410.6,-2035027.4,-43820.5,-34002.3,-549162.1,,-0.020756311,-0.004983203,-0.141373777,-0.041124577,-0.082668137,-0.051621046
5875000.0,1617188.0,4343750.0,695313.0,242188.0,453125.0,,384982.4,-889097.6,-1339715.4,3054.5,-135564.3,-556975.1,,0.023941251,-0.052488115,-0.093070307,0.002866602,-0.329590956,-0.052355465
4773438.0,2984375.0,5789063.0,554688.0,304688.0,523438.0,,-716579.6,478089.4,105597.6,-137570.5,-73064.3,-486662.1,,-0.04456259,0.028224134,0.007335888,-0.129106936,-0.177637704,-0.045746068
4546875.0,1921875.0,4218750.0,820313.0,406250.0,546875.0,,-943142.6,-584410.6,-1464715.4,128054.5,28497.7,-463225.1,,-0.05865207,-0.034500836,-0.101754083,0.120176413,0.069285115,-0.043542998
4359375.0,2320313.0,5164063.0,554688.0,492188.0,593750.0,,-1130642.6,-185972.6,-519402.4,-137570.5,114435.7,-416350.1,,-0.070312303,-0.010978943,-0.036082992,-0.129106936,0.278222052,-0.039136765
5093750.0,2234375.0,2773438.0,750000.0,375000.0,320313.0,,-396267.6,-271910.6,-2910027.4,57741.5,-2752.3,-689787.1,,-0.024643055,-0.016052316,-0.202160209,0.054189175,-0.006691511,-0.064839746
4414063.0,2445313.0,5820313.0,554688.0,507813.0,812500.0,,-1075954.6,-60972.6,136847.6,-137570.5,130060.7,-197600.1,,-0.066911371,-0.003599534,0.009506832,-0.129106936,0.316210365,-0.018574342
3515625.0,2046875.0,2617188.0,757813.0,328125.0,476563.0,,-1974392.6,-459410.6,-3066277.4,65554.5,-49627.3,-533537.1,,-0.122783354,-0.027121428,-0.213014929,0.061521508,-0.12065645,-0.050152301
9078125.0,2492188.0,4437500.0,914063.0,531250.0,617188.0,,3588107.4,-14097.6,-1245965.4,221804.5,153497.7,-392912.1,,0.223136908,-0.000832256,-0.086557475,0.208158772,0.373191619,-0.036933601
7726563.0,1937500.0,4437500.0,914063.0,398438.0,531250.0,,2236545.4,-568785.6,-1245965.4,221804.5,20685.7,-478850.1,,0.139086089,-0.03357841,-0.086557475,0.208158772,0.050292174,-0.045011743
5671875.0,1781250.0,3500000.0,703125.0,476563.0,460938.0,,181857.4,-725035.6,-2183465.4,10866.5,98810.7,-549162.1,,0.011309332,-0.042802671,-0.151685795,0.010197996,0.240233739,-0.051621046
7281250.0,1648438.0,3968750.0,835938.0,265625.0,531250.0,,1791232.4,-857847.6,-1714715.4,143679.5,-112127.3,-478850.1,,0.111393003,-0.050643263,-0.119121635,0.13484014,-0.272609702,-0.045011743
6351563.0,1718750.0,5546875.0,531250.0,421875.0,492188.0,,861545.4,-787535.6,-136590.4,-161008.5,44122.7,-517912.1,,0.053577709,-0.046492375,-0.009488963,-0.151102995,0.107273428,-0.048683557
4757813.0,1937500.0,4406250.0,484375.0,296875.0,351563.0,,-732204.6,-568785.6,-1277215.4,-207883.5,-80877.3,-658537.1,,-0.045534276,-0.03357841,-0.088728419,-0.195094174,-0.196633076,-0.061902257
2976563.0,1640625.0,5906250.0,578125.0,453125.0,437500.0,,-2513454.6,-865660.6,222784.6,-114133.5,75372.7,-572600.1,,-0.156306495,-0.051104505,0.015476893,-0.107111816,0.183250054,-0.053824209
4695313.0,1500000.0,5039063.0,656250.0,507813.0,718750.0,,-794704.6,-1006285.6,-644402.4,-36008.5,130060.7,-291350.1,,-0.04942102,-0.05940634,-0.044766768,-0.033793183,0.316210365,-0.027386809
6093750.0,2843750.0,4789063.0,695313.0,414063.0,570313.0,,603732.4,337464.4,-894402.4,3054.5,36310.7,-439787.1,,0.037544857,0.0199223,-0.06213432,0.002866602,0.088280487,-0.041339834
8000000.0,1632813.0,5984375.0,867188.0,500000.0,609375.0,,2509982.4,-873472.6,300909.6,174929.5,122247.7,-400725.1,,0.156090565,-0.051565689,0.020904253,0.164167593,0.297214993,-0.03766802
8421875.0,2843750.0,2820313.0,1156250.0,617188.0,414063.0,,2931857.4,337464.4,-2863152.4,463991.5,239435.7,-596037.1,,0.182326091,0.0199223,-0.198903793,0.435446063,0.582128557,-0.056027279
7203125.0,2859375.0,3773438.0,1070313.0,554688.0,843750.0,,1713107.4,353089.4,-1910027.4,378054.5,176935.7,-166350.1,,0.106534572,0.020844726,-0.132690001,0.354796037,0.430175305,-0.015636853
5000000.0,2226563.0,8632813.0,601563.0,289063.0,742188.0,,-490017.6,-279722.6,2949347.6,-90695.5,-88689.3,-267912.1,,-0.030473172,-0.016513499,0.204891792,-0.085115757,-0.215626017,-0.025183645
4992188.0,1593750.0,4078125.0,835938.0,648438.0,554688.0,,-497829.6,-912535.6,-1605340.4,143679.5,270685.7,-455412.1,,-0.030958984,-0.053871783,-0.111523331,0.13484014,0.658105183,-0.042808579
5703125.0,2828125.0,7609375.0,562500.0,468750.0,632813.0,,213107.4,321839.4,1925909.6,-129758.5,90997.7,-377287.1,,0.013252704,0.018999874,0.133793342,-0.121775542,0.221238367,-0.035464856
4437500.0,2257813.0,5210938.0,1000000.0,554688.0,859375.0,,-1052517.6,-248472.6,-472527.4,307741.5,176935.7,-150725.1,,-0.065453873,-0.014668647,-0.032826576,0.288808798,0.430175305,-0.014168109
6281250.0,3101563.0,4976563.0,671875.0,500000.0,632813.0,,791232.4,595277.4,-706902.4,-20383.5,122247.7,-377287.1,,0.049205091,0.035142359,-0.049108656,-0.019129457,0.297214993,-0.035464856
6789063.0,3125000.0,6617188.0,1015625.0,492188.0,539063.0,,1299045.4,618714.4,933722.6,323366.5,114435.7,-471037.1,,0.080784921,0.036525969,0.064865904,0.303472525,0.278222052,-0.044277323
7570313.0,1515625.0,5882813.0,953125.0,304688.0,531250.0,,2080295.4,-990660.6,199347.6,260866.5,-73064.3,-478850.1,,0.129369228,-0.058483914,0.01384872,0.244817619,-0.177637704,-0.045011743
1867188.0,1234375.0,3500000.0,492188.0,273438.0,523438.0,,-3622829.6,-1271910.6,-2183465.4,-200070.5,-104314.3,-486662.1,,-0.22529621,-0.075087582,-0.151685795,-0.187761842,-0.25361433,-0.045746068
4335938.0,1859375.0,3101563.0,585938.0,304688.0,390625.0,,-1154079.6,-646910.6,-2581902.4,-106320.5,-73064.3,-619475.1,,-0.071769801,-0.038190541,-0.179365297,-0.099779483,-0.177637704,-0.058230443
4742188.0,2351563.0,5546875.0,710938.0,679688.0,804688.0,,-747829.6,-154722.6,-136590.4,18679.5,301935.7,-205412.1,,-0.046505962,-0.009134091,-0.009488963,0.017530328,0.734081809,-0.019308667
2789063.0,1812500.0,6859375.0,703125.0,328125.0,781250.0,,-2700954.6,-693785.6,1175909.6,10866.5,-49627.3,-228850.1,,-0.167966728,-0.040957819,0.081690685,0.010197996,-0.12065645,-0.021511831
2789063.0,1562500.0,3195313.0,632813.0,500000.0,492188.0,,-2700954.6,-943785.6,-2488152.4,-59445.5,122247.7,-517912.1,,-0.167966728,-0.055716635,-0.172852465,-0.055788304,0.297214993,-0.048683557
5664063.0,2320313.0,2101563.0,664063.0,335938.0,296875.0,,174045.4,-185972.6,-3581902.4,-28195.5,-41814.3,-713225.1,,0.01082352,-0.010978943,-0.248835505,-0.026460851,-0.101661078,-0.06704291
4695313.0,1898438.0,6054688.0,695313.0,515625.0,921875.0,,-794704.6,-607847.6,371222.6,3054.5,137872.7,-88225.1,,-0.04942102,-0.035884446,0.025788912,0.002866602,0.335203306,-0.008293131
6320313.0,1984375.0,9156250.0,718750.0,570313.0,664063.0,,830295.4,-521910.6,3472784.6,26491.5,192560.7,-346037.1,,0.051634337,-0.030811132,0.24125507,0.024861722,0.468163618,-0.032527368
7289063.0,1789063.0,4468750.0,734375.0,773438.0,593750.0,,1799045.4,-717222.6,-1214715.4,42116.5,395685.7,-416350.1,,0.111878877,-0.042341428,-0.084386531,0.039525449,0.962011687,-0.039136765
8023438.0,2570313.0,4695313.0,1000000.0,296875.0,460938.0,,2533420.4,64027.4,-988152.4,307741.5,-80877.3,-549162.1,,0.157548125,0.003779874,-0.068647152,0.288808798,-0.196633076,-0.051621046
